Energy Load,Max Demand,Stored Energy,Genereted Energy,Power exchange,Data,Influent Flow,Water Flow,Total Volume,Hydroelectric Gen.,Hydroelectric Gen. SE/CO,TmedGeneral,relative humidityGeneral,VelwindmedGeneral,WeekDay,Month
1283.05077,64902.38,127977.75600000001,1296.42002909,-46.91642,2008-09-03,855.9216923076926,866.318559322034,65.03947368421055,1160.20914,738.91253,21.073333333333334,44.55555555555556,1.6243615555555555,2,9
1302.03313,64934.07,127187.355,1315.29651913,-25.37695,2008-09-04,1126.2268702290075,1129.055882352941,70.09830508474576,1174.21987,751.34083,20.013333333333335,46.388888888888886,1.3195881111111112,3,9
1314.20442,64306.71,126391.84049999999,1325.01153917,-22.74476,2008-09-05,911.8158778625947,941.0225210084031,78.69879310344827,1190.60028,765.30753,19.439999999999998,54.80555555555556,1.580699222222222,4,9
1320.95324,62946.13,125735.85149999999,1204.01734907,-58.105050000000006,2008-09-06,724.8884615384619,757.8966949152543,77.24701754385964,1073.76147,727.03457,20.404444444444447,51.25,1.7888888888888894,5,9
1204.01735,57332.23,125425.389,1061.72094909,-33.55047,2008-09-07,647.1563358778627,676.1897478991596,75.09344827586209,928.3519,651.37087,19.11555555555556,51.80555555555556,2.223291777777778,6,9
1061.72095,62940.8,124840.989,1252.16284918,-21.5263,2008-09-08,691.2306870229008,728.6526890756305,65.86881355932205,1116.4647,742.57066,18.655555555555555,55.111111111111114,2.1899584444444447,0,9
1252.16285,64048.02,124109.028,1296.64095908,-53.2378,2008-09-09,650.5269230769233,686.0385593220341,62.17086206896552,1161.90946,744.15427,20.073333333333334,53.69444444444444,1.6148146666666667,1,9
1296.64096,65292.89,123363.1875,1320.96956912,-64.7067,2008-09-10,690.1601526717556,713.2800000000001,58.370508474576255,1198.56701,758.97028,21.197777777777777,53.083333333333336,1.4370370000000001,2,9
1320.96957,65586.28,122598.354,1340.59416917,-61.889630000000004,2008-09-11,713.8076153846151,719.3318487394956,58.98879310344826,1223.22292,775.01175,22.031111111111116,45.333333333333336,1.7814813333333335,3,9
1340.59417,64576.42,121906.5705,1342.60410905,-75.58305,2008-09-12,714.7642748091603,718.7219166666671,56.11775862068965,1227.75309,771.19074,20.513333333333335,51.166666666666664,1.5481481111111113,4,9
1342.60411,62708.78,121569.07949999999,1218.95330901,-105.49642,2008-09-13,701.6443846153848,717.7679661016949,62.52879310344826,1087.60438,687.98829,19.513333333333335,51.611111111111114,1.6613985555555557,5,9
1218.92626,57035.26,121408.3695,1072.62582907,-92.07137999999999,2008-09-14,616.6990076335878,626.6136134453783,61.83677966101695,926.08442,603.70914,18.89777777777778,56.138888888888886,1.3677364444444444,6,9
1072.5826,62674.29,120766.9905,1258.11105909,-92.87369,2008-09-15,638.0098473282446,657.3830252100843,61.74135593220338,1111.77768,685.30979,18.58,60.77777777777778,2.1666666666666665,0,9
1258.08706,63204.66,120158.484,1278.475119,-98.51711,2008-09-16,652.7054615384618,672.524745762712,62.78672413793105,1141.40286,712.67948,18.653333333333336,58.72222222222222,2.0074073333333335,1,9
1278.40659,63378.01,119446.24650000001,1276.49642908,-101.84288999999998,2008-09-17,658.0383846153845,679.5627966101697,62.237931034482756,1134.45111,708.59711,17.711111111111112,60.388888888888886,1.4873244444444442,2,9
1276.4442,63324.39,119010.86850000001,1274.41406913,-112.88804999999999,2008-09-18,661.4608461538463,684.6577966101697,62.39827586206896,1134.94336,711.88415,18.082222222222224,57.52777777777778,1.988889,3,9
1274.39009,62796.61,118273.794,1272.16306918,-100.57318000000001,2008-09-19,650.8042307692309,673.6651694915257,62.28068965517242,1130.21549999,709.88712999,18.775555555555556,58.916666666666664,2.251356888888889,4,9
1272.14769,61351.0,117785.81999999999,1183.99752905,-106.92478,2008-09-20,622.083923076923,642.3699152542374,61.83517241379311,1032.23902,656.34152,17.817777777777778,72.0,1.2418102222222223,5,9
1183.97353,56342.95,117496.54199999999,1050.68428912,-89.82643,2008-09-21,573.0843846153848,588.2189830508473,60.91310344827587,898.59315,594.56769,17.506666666666668,63.19444444444444,1.8502874444444446,6,9
1052.43911,62315.96,117088.92300000001,1229.46991913,-92.89819,2008-09-22,614.9229999999997,635.3645762711865,60.66844827586207,1085.80379,681.94776,18.033333333333335,51.638888888888886,1.5862548888888888,0,9
